timestamp,protocol_type,service,flag,logged_in,count,srv_serror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_serror_rate,dst_host_rerror_rate
2025-02-20 19:02:12,tcp,other,SF,0,33,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:12,tcp,other,SF,0,34,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:12,tcp,other,SF,0,35,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:12,tcp,other,SF,0,36,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:12,tcp,other,SF,0,37,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:12,tcp,other,SF,0,38,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:12,tcp,other,SF,0,39,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:12,tcp,other,SF,0,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:12,tcp,other,SF,0,41,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:12,tcp,other,SF,0,42,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:12,tcp,other,SF,0,43,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:12,tcp,other,SF,0,44,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:12,tcp,other,SF,0,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:12,tcp,other,SF,0,46,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:12,tcp,other,SF,0,47,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:12,tcp,other,SF,0,48,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:12,tcp,other,SF,0,49,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:12,tcp,other,SF,0,50,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:12,tcp,other,SF,0,51,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:12,tcp,other,SF,0,52,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:12,tcp,other,SF,0,53,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:13,tcp,other,SF,0,54,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:13,tcp,other,SF,0,55,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:13,tcp,other,SF,0,56,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:13,tcp,other,SF,0,57,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:13,tcp,other,SF,0,58,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:14,tcp,other,SF,0,59,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:14,tcp,other,SF,0,60,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:14,tcp,other,SF,0,61,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:14,tcp,other,SF,0,62,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:14,tcp,other,SF,0,63,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:14,tcp,other,SF,0,64,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:15,tcp,other,SF,0,65,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:15,tcp,other,SF,0,66,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:15,tcp,other,SF,0,67,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:15,tcp,other,SF,0,68,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:15,tcp,other,SF,0,69,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:15,tcp,other,SF,0,70,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:15,tcp,other,SF,0,71,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:15,tcp,other,SF,0,72,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:15,tcp,other,SF,0,73,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:16,tcp,other,SF,0,74,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:16,tcp,other,SF,0,75,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:16,tcp,other,SF,0,76,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:16,tcp,other,SF,0,77,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:16,tcp,other,SF,0,78,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:16,tcp,other,SF,0,79,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:16,tcp,other,SF,0,80,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:16,tcp,other,SF,0,81,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:17,tcp,other,SF,0,82,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:17,tcp,other,SF,0,83,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-20 19:02:17,tcp,other,SF,0,84,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
